,id,conversation_id,created_at,date,time,timezone,user_id,username,name,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,video,thumbnail,reply_to
10,1434405460363390982,1434405460363390982,2021-09-05 10:38:06 +04,2021-09-05,10:38:06,400,171299971,caraotadigital,CaraotaDigital,#Deportes | Jugadores de la Vinotinto dan negativo a pruebas del COVID-19 y podrán disputar encuentro ante Perú 👇  ♨  https://t.co/oUio1X3IdK,es,[],['https://caraotanet.xyz/deportes/todos-los-guerreros-vinotinto-disponibles-para-el-juego-ante-peru-tras-dar-negativo-al-covid-19'],[],0,0,0,['deportes'],[],https://twitter.com/CaraotaDigital/status/1434405460363390982,False,0,,[]
11,1434405458140336133,1434405458140336133,2021-09-05 10:38:05 +04,2021-09-05,10:38:05,400,1430793200,arynewsofficial,ARY News,INTER-CITY TRANSPORT RESTRICTED IN LAHORE AS COVID NUMBERS RISE #ARYNews  https://t.co/hMHDXk2tU0,en,[],['https://arynews.tv/inter-city-transport-restricted-in-lahore-as-covid-numbers-rise/'],[],0,0,5,['arynews'],[],https://twitter.com/ARYNEWSOFFICIAL/status/1434405458140336133,False,0,,[]
12,1434405422383841288,1434405422383841288,2021-09-05 10:37:57 +04,2021-09-05,10:37:57,400,763796120,mattkezi,Matt Templeman,Fire Rolovich. No Covid shot? Gotta go. Not a leader!!!,en,[],[],[],0,0,2,[],[],https://twitter.com/MattKEZI/status/1434405422383841288,False,0,,[]
13,1434405395221602305,1433723173166465032,2021-09-05 10:37:50 +04,2021-09-05,10:37:50,400,3031071234,teamyoutube,TeamYouTube,"@singlerichnigga (1/2) To clarify – with less reviewers available due to COVID-19, we’re relying more on technology (automated systems) to detect thumbnails that potentially violate guidelines.",en,[],[],[],1,0,0,[],[],https://twitter.com/TeamYouTube/status/1434405395221602305,False,0,,"[{'screen_name': 'singlerichnigga', 'name': '💸', 'id': '1196308162204192768'}]"
14,1434405266196291591,1434405266196291591,2021-09-05 10:37:20 +04,2021-09-05,10:37:20,400,942896239,katelambe_,Kate Lambe,"There's 2 new cases of COVID-19 in SA, both returned travellers who've been in medi-hotels since their arrival. The man's considered an historical infection. @9NewsAdel",en,"[{'screen_name': '9newsadel', 'name': '9news adelaide', 'id': '259506084'}]",[],[],0,0,0,[],[],https://twitter.com/katelambe_/status/1434405266196291591,False,0,,[]
15,1434405087930040322,1434405087930040322,2021-09-05 10:36:37 +04,2021-09-05,10:36:37,400,15445129,jeffpearlman,Jeff Pearlman,"Didn't realize until yesterday @AztecFB is playing 2021 home games in Carson—near my house. Maybe the best deal ever. Son and I got $6 tix, parked free on the street, stadium only 1/4 filled (great because of Covid concerns) — and got to watch future NFL star @GregBell_ glide.  https://t.co/9AVUJoyN5U",en,"[{'screen_name': 'aztecfb', 'name': 'san diego state football', 'id': '517736323'}, {'screen_name': 'gregbell_', 'name': 'greg bell', 'id': '1338186655'}]",[],"['https://pbs.twimg.com/media/E-gHyY_VgAQW9Db.jpg', 'https://pbs.twimg.com/media/E-gHyZdUcAMS0Ki.jpg', 'https://pbs.twimg.com/media/E-gHyY-VEAAGhNj.jpg', 'https://pbs.twimg.com/media/E-gHyY7VEAQminn.jpg']",2,2,7,[],[],https://twitter.com/jeffpearlman/status/1434405087930040322,False,1,https://pbs.twimg.com/media/E-gHyY_VgAQW9Db.jpg,[]
16,1434405079549886469,1434403909305573377,2021-09-05 10:36:35 +04,2021-09-05,10:36:35,400,3027656813,aitorehm,Aitor Hernández-Morales,"More specifically, however, this @NPRWeekend interview is heartbreaking. A man who faced Katrina and COVID with resilient optimism is appearing to crack under new catastrophic damage brought on by Ida. It’s hard to listen to without crying, but it’s a fine bit of journalism.",en,"[{'screen_name': 'nprweekend', 'name': 'weekend edition', 'id': '13784532'}]",[],[],0,0,0,[],[],https://twitter.com/aitorehm/status/1434405079549886469,False,0,,[]
17,1434405059073245186,1434405059073245186,2021-09-05 10:36:30 +04,2021-09-05,10:36:30,400,48965578,arioadimas,Ario Adimas | Sudah Vaksin,Mendengar kabarnya Covid turun drastis di indonesia. semoga ini merata  kesemua daerah. dan data vaksinasi semoga ini di-imbangi data vaksin ke dua.  Ayo dikit lagi. jangan malah kendur. sama sama kita saling jaga. sedikit lagi.,in,[],[],[],0,0,2,[],[],https://twitter.com/arioadimas/status/1434405059073245186,False,0,,[]
18,1434405050051403778,1434405050051403778,2021-09-05 10:36:28 +04,2021-09-05,10:36:28,400,61798186,kazmiwajahat,Wajahat Kazmi,Pakistan's overall COVID positivity rate remained 6.47% during the last 24 hours.  https://t.co/RQKAyGlnVh,en,[],[],['https://pbs.twimg.com/media/E-gHymFXMAY6yOk.jpg'],1,2,36,[],[],https://twitter.com/KazmiWajahat/status/1434405050051403778,False,1,https://pbs.twimg.com/media/E-gHymFXMAY6yOk.jpg,[]
19,1434405007449726979,1434405007449726979,2021-09-05 10:36:18 +04,2021-09-05,10:36:18,400,218742561,humaspoldajbr,Humas Polda Jabar,PATROLI POLSEK LEMAHSUGIH BERIKAN RASA AMAN DAN HIMBAU PROKES COVID-19  https://t.co/909quv38b3,in,[],[],['https://pbs.twimg.com/media/E-gHwF4UUAA7Ua3.jpg'],0,2,1,[],[],https://twitter.com/humaspoldajbr/status/1434405007449726979,False,1,https://pbs.twimg.com/media/E-gHwF4UUAA7Ua3.jpg,[]
