,id,conversation_id,created_at,date,time,timezone,user_id,username,name,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,reply_to
12,1434408257997651972,1434408257997651972,2021-09-05 10:49:13 +04,2021-09-05,10:49:13,400,932615724614471680,afpfactuel,AFP Factuel 🔎,"⚠️ ""Le vaccin contre le Covid facilite les infections, empêche de donner son sang, rend stérile et tue”, selon un “docteur d’Oxford"" ?  Attention aux fausses affirmations relayées dans cette vidéo (avec quelqu'un qui n'est absolument pas médecin) ➡️  https://t.co/6Jvp0YcB7m #AFP  https://t.co/4ZFdGCdTkC",fr,[],['http://u.afp.com/UHKH'],['https://pbs.twimg.com/media/E-gKafFXsAYr1O-.jpg'],1,6,13,['afp'],[],https://twitter.com/AfpFactuel/status/1434408257997651972,False,,1,https://pbs.twimg.com/media/E-gKafFXsAYr1O-.jpg,[]
13,1434408103806603268,1434408103806603268,2021-09-05 10:48:36 +04,2021-09-05,10:48:36,400,63070015,hmetromy,Harian Metro,#Kuching Pemborong dan peruncit kit ujian pantas antigen Covid-19 diberi tempoh seminggu mulai hari ini untuk penyesuaian harga alat itu mengikut kadar yang ditetapkan Kementerian Perdagangan Dalam Negeri dan Hal Ehwal Pengguna (KPDNHEP).   https://t.co/UVwwTlAfk5,in,[],['https://www.hmetro.com.my/mutakhir/2021/09/751221/pemborong-peruncit-kit-ujian-kendiri-covid-19-diberi-tempoh-seminggu'],[],0,1,4,['kuching'],[],https://twitter.com/hmetromy/status/1434408103806603268,False,,0,,[]
14,1434407889163145217,1434407889163145217,2021-09-05 10:47:45 +04,2021-09-05,10:47:45,400,434738008,whoafghanistan,WHO Afghanistan,"As part of efforts to scale up #COVID19 vaccination in #Afghanistan, @WHO has replenished the COVID-19 vaccine stock in Nimroz.  Around 1.9M COVID-19 vaccine doses available in 🇦🇫 will expire in November. WHO is working to ensure that vaccines reach #health facilities in time.  https://t.co/s1QDUKmHNw",en,"[{'screen_name': 'who', 'name': 'world health organization (who)', 'id': '14499829'}]",[],['https://pbs.twimg.com/media/E-gKOr5WYAIf7VW.jpg'],0,0,2,"['covid19', 'afghanistan', 'health']",[],https://twitter.com/WHOAfghanistan/status/1434407889163145217,False,,1,https://pbs.twimg.com/media/E-gKOr5WYAIf7VW.jpg,[]
15,1434407883555311616,1434407883555311616,2021-09-05 10:47:44 +04,2021-09-05,10:47:44,400,269581619,7newsadelaide,7NEWS Adelaide,"JUST IN: SA recorded two new COVID cases today, both returned travellers in hotel quarantine. More than 500 South Australians are now quarantining, linked to exposure sites visited by COVID-positive truck drivers. 7NEWS Adelaide at 5.30pm and 6pm |  https://t.co/8ftPfFYTVQ #7NEWS  https://t.co/bVjs1ZFwVl",en,[],['http://www.7NEWS.com.au'],['https://pbs.twimg.com/media/E-gKT5-VEAQgOpY.jpg'],0,0,2,['7news'],[],https://twitter.com/7NewsAdelaide/status/1434407883555311616,False,,1,https://pbs.twimg.com/media/E-gKT5-VEAQgOpY.jpg,[]
16,1434407756153430022,1434407756153430022,2021-09-05 10:47:13 +04,2021-09-05,10:47:13,400,9544952,fox43,WPMT FOX43,"US COVID-19 booster plan faces complications, some may miss Sept. 20  https://t.co/rez2RdfI1o",en,[],['https://www.fox43.com/article/news/health/coronavirus/vaccine/us-booster-complications-may-miss-sept-20/507-f6066ead-a9aa-4a20-aef1-c751b8735ce8?utm_campaign=snd-autopilot'],[],0,0,0,[],[],https://twitter.com/fox43/status/1434407756153430022,False,,0,,[]
17,1434407665283784705,1434407665283784705,2021-09-05 10:46:52 +04,2021-09-05,10:46:52,400,3223771,lacuarta,La Cuarta,Balance Minsal: 477 nuevos contagios y 26 fallecidos por Covid-19  https://t.co/4Ljy6GT5zO,es,[],['http://la4.cl/dcd0z2'],[],0,0,0,[],[],https://twitter.com/lacuarta/status/1434407665283784705,False,,0,,[]
18,1434407648049369089,1434407648049369089,2021-09-05 10:46:47 +04,2021-09-05,10:46:47,400,63070015,hmetromy,Harian Metro,#yan #covid19 Kerajaan dan agensi terbabit tidak wajar dipersalah jika pematuhan SOP Covid-19 dalam kalangan rakyat tidak lagi dipatuhi sepenuhnya susulan kelonggaran yang diberikan   https://t.co/aQ4UwR79mx,in,[],['https://www.hmetro.com.my/mutakhir/2021/09/751233/jangan-salahkan-kerajaan-sahaja-hamzah'],[],1,0,2,"['yan', 'covid19']",[],https://twitter.com/hmetromy/status/1434407648049369089,False,,0,,[]
19,1434407632157171715,1434407632157171715,2021-09-05 10:46:44 +04,2021-09-05,10:46:44,400,3729350787,jaghedini,Joung-ah Ghedini-Williams,"When we include #refugees into the work force and into the process, they help make the process, the day to day management, the impact that much better.   Refugee health workers in Jordan 🇯🇴 are an important part of our combined response to COVID and other healthcare issues.",en,[],[],[],0,0,0,['refugees'],[],https://twitter.com/JAGhedini/status/1434407632157171715,False,https://twitter.com/dominik_bartsch/status/1434391179014049793,0,,[]
20,1434407343694000132,1434407343694000132,2021-09-05 10:45:35 +04,2021-09-05,10:45:35,400,86921288,knightrises_,Dark Knight 🇵🇸,Pakistan cities covid positive ratio: • Mirpur - 17.39% • Muzaffarabad - 11.97% • Peshawar - 11.45% • Lahore - 10.99% • Mardan - 10.99% • Hyderabad - 10.68% • Bhawalpur - 10.3% • Karachi - 9.7% • Skardu - 9.64% • Swabi - 9.05% • Rawalpindi- 8.7% • Nowshera - 8.23%,hi,[],[],[],0,0,0,[],[],https://twitter.com/KnightRises_/status/1434407343694000132,False,,0,,[]
21,1434407301612544003,1434407301612544003,2021-09-05 10:45:25 +04,2021-09-05,10:45:25,400,1231348024728748032,repmontague,Dr. Willie J. Montague,"Now the Mu Covid Variant, I’m over this.",en,[],[],[],0,3,16,[],[],https://twitter.com/RepMontague/status/1434407301612544003,False,,0,,[]
22,1434407287469318145,1434407287469318145,2021-09-05 10:45:21 +04,2021-09-05,10:45:21,400,21108130,lerepu,Le Républicain Lorrain,"Covid-19 : le pass sanitaire exigé à l'école ? ""Nous ne fermons aucune hypothèse"" ▶️  https://t.co/pZXgc5EEnF",fr,[],['https://www.republicain-lorrain.fr/sante/2021/09/05/covid-19-le-pass-sanitaire-exige-a-l-ecole-nous-ne-fermons-aucune-hypothese?utm_medium=Social&utm_source=Twitter#Echobox=1630817633'],[],0,1,0,[],[],https://twitter.com/lerepu/status/1434407287469318145,False,,0,,[]
23,1434407243659816962,1434407243659816962,2021-09-05 10:45:11 +04,2021-09-05,10:45:11,400,1652541,reuters,Reuters,"Australia reports 1,684 new COVID-19 cases but planning a merry Christmas  https://t.co/4z6ZN1hG1n  https://t.co/L7TtfmGRWp",en,[],['http://reut.rs/3h6MDfI'],['https://pbs.twimg.com/media/E-gJyToWUAACKdU.jpg'],5,16,43,[],[],https://twitter.com/Reuters/status/1434407243659816962,False,,1,https://pbs.twimg.com/media/E-gJyToWUAACKdU.jpg,[]
24,1434407208993710084,1434407208993710084,2021-09-05 10:45:03 +04,2021-09-05,10:45:03,400,2392460208,jawapos,Jawa Pos,Menko Airlangga Koordinasi Penanganan Covid-19 di Papua  https://t.co/8NSzH3PVWZ,in,[],['https://radarbali.jawapos.com/read/2021/09/05/287377/menko-airlangga-koordinasi-penanganan-covid-19-di-papua'],[],0,0,0,[],[],https://twitter.com/jawapos/status/1434407208993710084,False,,0,,[]
25,1434407196247265281,1434407196247265281,2021-09-05 10:45:00 +04,2021-09-05,10:45:00,400,16887175,dailymirror,The Mirror,"Unvaccinated mum, 38, never gets to meet baby boy after dying of Covid giving birth  https://t.co/FtrWWrmBWI  https://t.co/yDEFT8v7rU",en,[],['https://www.mirror.co.uk/news/us-news/unvaccinated-mum-38-never-gets-24911906'],['https://pbs.twimg.com/media/E-eZVUrWQAAvsgK.jpg'],1,3,3,[],[],https://twitter.com/DailyMirror/status/1434407196247265281,False,,1,https://pbs.twimg.com/media/E-eZVUrWQAAvsgK.jpg,[]
26,1434407196209545221,1434407196209545221,2021-09-05 10:45:00 +04,2021-09-05,10:45:00,400,940523137288081408,ipapersport,i sport,✅ Volunteered helping refugees ✅ Helped her community during the Covid crisis ✅ A Paralympic gold medallist   12 months in the life of Ellen Buttrick 👏   https://t.co/Qbf2guCdA5,en,[],['https://inews.co.uk/sport/paralympics/ellen-buttrick-paralympics-gb-rower-medals-tokyo-2020-1183885'],[],0,0,0,[],[],https://twitter.com/iPaperSport/status/1434407196209545221,False,,0,,[]
27,1434407194947031042,1434407194947031042,2021-09-05 10:44:59 +04,2021-09-05,10:44:59,400,218742561,humaspoldajbr,Humas Polda Jabar,PERCEPAT VAKSINASI UNTUK MEMPERKUAT IMUN TUBUH DAN MENCEGAH TERJADINYA PENULARAN COVID-19  https://t.co/hcIAkRcRMb,in,[],[],['https://pbs.twimg.com/media/E-gJvcdUcAkq2sD.jpg'],0,1,0,[],[],https://twitter.com/humaspoldajbr/status/1434407194947031042,False,,1,https://pbs.twimg.com/media/E-gJvcdUcAkq2sD.jpg,[]
28,1434407181718228995,1434407181718228995,2021-09-05 10:44:56 +04,2021-09-05,10:44:56,400,819824721537605632,taiwan_cdc,TaiwanCDC,2021/09/05 #嚴重特殊傳染性肺炎 #COVID19 #TaiwanCDC 新增6例COVID-19確定病例，分別為2例本土及4例境外移入,zh,[],[],[],0,4,8,"['嚴重特殊傳染性肺炎', 'covid19', 'taiwancdc']",[],https://twitter.com/Taiwan_CDC/status/1434407181718228995,False,,0,,[]
29,1434407067603783680,1434407067603783680,2021-09-05 10:44:29 +04,2021-09-05,10:44:29,400,218742561,humaspoldajbr,Humas Polda Jabar,Menerima vaksin Covid-19 efektif membantu terbentuknya Herd immunity.  https://t.co/rnvqZIRdDb,in,[],[],['https://pbs.twimg.com/media/E-gJoBdVgAEQ4MK.jpg'],0,1,0,[],[],https://twitter.com/humaspoldajbr/status/1434407067603783680,False,,1,https://pbs.twimg.com/media/E-gJoBdVgAEQ4MK.jpg,[]
30,1434406972636516352,1434406972636516352,2021-09-05 10:44:06 +04,2021-09-05,10:44:06,400,124172948,la_patilla,La Patilla,“Ni siquiera podía comer ni beber”: La terrible infección de una joven que se contagió de Covid-19  https://t.co/mBX7ncMp6u      -,es,[],['https://j.mp/2WQzTmr'],[],0,0,0,[],[],https://twitter.com/la_patilla/status/1434406972636516352,False,,0,,[]
31,1434406916638208001,1434406916638208001,2021-09-05 10:43:53 +04,2021-09-05,10:43:53,400,155432431,buletintv3,Buletin TV3,COVID-19 | Brazil Gantung Penggunaan 12 Juta Dos Vaksin Sinovac  https://t.co/xAu31XuGtD via @YouTube,in,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/qDtIj1ds9ng'],[],0,2,2,[],[],https://twitter.com/BuletinTV3/status/1434406916638208001,False,,0,,[]
32,1434406844919779328,1434406844919779328,2021-09-05 10:43:36 +04,2021-09-05,10:43:36,400,155432431,buletintv3,Buletin TV3,TULAR KEMATIAN COVID-19 | Petronas Sahkan Pekerja Kontraktornya Ditahan  https://t.co/RFg6tuOQrb via @YouTube,in,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/wvITdGxDFMw'],[],0,1,1,[],[],https://twitter.com/BuletinTV3/status/1434406844919779328,False,,0,,[]
33,1434406785729892356,1434406785729892356,2021-09-05 10:43:22 +04,2021-09-05,10:43:22,400,34570323,europe1,Europe 1 🎧🌍📻,"Avec la rentrée des classes et le Covid-19, les purificateurs d'air en plein boom  https://t.co/iImRH46mvn",fr,[],['https://www.europe1.fr/societe/avec-la-rentree-des-classes-et-le-covid-19-les-purificateurs-dair-en-plein-boom-4065028#utm_term=Autofeed&utm_medium=Social&xtor=CS1-16&utm_source=Twitter&Echobox=1630824126'],[],1,1,2,[],[],https://twitter.com/Europe1/status/1434406785729892356,False,,0,,[]
34,1434406782944747522,1434406782944747522,2021-09-05 10:43:21 +04,2021-09-05,10:43:21,400,155432431,buletintv3,Buletin TV3,IMUNISASI COVID-19 | Tidak Mahir Guna MySejahtera Punca Pendaftaran Rendah  https://t.co/BAA34gxrGl via @YouTube,in,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/Z04ETpUWSP4'],[],1,0,3,[],[],https://twitter.com/BuletinTV3/status/1434406782944747522,False,,0,,[]
35,1434406763676123136,1434406763676123136,2021-09-05 10:43:17 +04,2021-09-05,10:43:17,400,23067722,onmanorama,Onmanorama,"16-year-old sexually abused at COVID care centre in Pathanamthitta, cleaning staff arrested.   https://t.co/nxd11HNJvO",en,[],['https://www.onmanorama.com/news/kerala/2021/09/05/minor-girl-sexually-abused-covid-centre-pathanamthitta-cleaning-staff-arrested.html'],[],0,0,0,[],[],https://twitter.com/Onmanorama/status/1434406763676123136,False,,0,,[]
36,1434406748928897027,1434406748928897027,2021-09-05 10:43:13 +04,2021-09-05,10:43:13,400,155432431,buletintv3,Buletin TV3,IMUNISASI COVID-19 | 67.4% Populasi Dewasa Lengkap Suntikan Vaksin  https://t.co/AH8CNM8tLL via @YouTube,in,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/KRPTjmaLRIw'],[],0,0,2,[],[],https://twitter.com/BuletinTV3/status/1434406748928897027,False,,0,,[]
37,1434406719245799429,1434406719245799429,2021-09-05 10:43:06 +04,2021-09-05,10:43:06,400,155432431,buletintv3,Buletin TV3,COVID-19 | Guru Kafa Belum Divaksin Tidak Boleh Bersemuka Dengan Murid  https://t.co/xh6FKF7w8o via @YouTube,in,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/QQWl-4CetJY'],[],0,1,0,[],[],https://twitter.com/BuletinTV3/status/1434406719245799429,False,,0,,[]
38,1434406686165512192,1434396026861854723,2021-09-05 10:42:58 +04,2021-09-05,10:42:58,400,1157610616296636417,ihwcouncil,IHW Council,"""Diets have actually became unaffordable, if we talk about before #COVID-19, 3 billion people did not have access to Healthy Diet, so programmes like Poshan Abhiyan and Anemia Mukt Bharat are essential but need to have a direction on ground"", says Dr Supreet Kaur  https://t.co/M9Ri8AhNBO",en,[],[],['https://pbs.twimg.com/media/E-gJJOuWQAE3JVz.png'],1,0,1,['covid'],[],https://twitter.com/IHWCouncil/status/1434406686165512192,False,,1,https://pbs.twimg.com/media/E-gJJOuWQAE3JVz.png,[]
39,1434406680582754308,1434406680582754308,2021-09-05 10:42:57 +04,2021-09-05,10:42:57,400,155432431,buletintv3,Buletin TV3,IMUNISASI COVID-19 | Vaksinasi Remaja Bawah 18 Tahun Di Sarawak Bermula ...  https://t.co/B0F8389w0W via @YouTube,in,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/xfMvKTC9T9M'],[],0,0,0,[],[],https://twitter.com/BuletinTV3/status/1434406680582754308,False,,0,,[]
